student_id,month,attendance_pct,avg_score,ai_usage_hours,performance_delta,engagement_score
132,Oct,75.73,61.22,3.18,5.49,49.25
132,Nov,76.67,62.81,23.48,7.08,74.18
132,Dec,75.98,63.91,8.63,8.18,55.94
133,Jan,80.18,77.18,8.9,0.15,58.78
133,Feb,80.41,78.98,4.44,1.95,53.57
133,Mar,79.87,79.98,9.97,2.95,59.88
133,Apr,81.38,80.39,6.57,3.36,56.71
133,May,80.97,83.17,15.68,6.15,67.39
133,Jun,80.43,83.47,10.63,6.44,61.01
133,Jul,80.56,84.6,8.7,7.57,58.77
133,Aug,81.43,86.8,19.6,9.77,72.38
133,Sep,81.44,87.71,8.74,10.69,59.35
133,Oct,81.69,87.06,7.62,10.03,58.16
133,Nov,84.11,88.23,5.8,11.2,57.42
133,Dec,82.6,87.81,5.19,10.79,55.79
134,Jan,72.95,72.52,7.48,0.5,52.74
134,Feb,74.75,73.61,5.93,1.59,51.97
134,Mar,73.49,73.56,18.29,1.54,66.05
134,Apr,76.05,73.99,7.8,1.97,54.99
134,May,74.91,75.27,8.79,3.25,55.49
134,Jun,76.0,76.35,16.12,4.33,64.95
134,Jul,75.22,75.51,1.73,3.49,47.2
134,Aug,75.03,76.05,5.89,4.03,52.08
134,Sep,75.51,75.78,8.73,3.76,55.79
134,Oct,75.96,76.68,9.03,4.66,56.41
134,Nov,77.42,77.48,1.07,5.47,47.74
134,Dec,77.36,77.54,8.56,5.52,56.69
135,Jan,68.04,64.04,12.55,0.81,55.88
135,Feb,69.47,65.62,7.81,2.39,51.06
135,Mar,69.25,66.88,11.39,3.64,55.21
135,Apr,69.78,66.08,2.02,2.84,44.29
135,May,70.52,65.87,3.8,2.64,46.88
135,Jun,71.67,66.59,3.23,3.35,46.87
135,Jul,72.01,69.12,7.42,5.89,52.11
135,Aug,73.47,70.16,18.22,6.93,65.94
135,Sep,73.29,68.96,5.1,5.73,50.1
135,Oct,71.61,70.99,2.87,7.75,46.41
135,Nov,70.95,69.79,6.16,6.56,49.96
135,Dec,70.36,69.81,2.53,6.57,45.25
136,Jan,60.64,65.23,3.35,0.02,40.41
136,Feb,61.82,65.38,6.36,0.17,44.73
136,Mar,63.0,65.11,9.51,-0.11,49.22
136,Apr,63.58,65.55,7.21,0.34,46.8
136,May,62.35,65.81,7.03,0.59,45.85
136,Jun,63.26,65.6,3.74,0.38,42.44
136,Jul,64.64,65.68,1.96,0.47,41.14
136,Aug,66.61,65.67,13.08,0.46,55.66
136,Sep,66.4,65.1,12.09,-0.11,54.35
136,Oct,66.32,65.05,15.86,-0.16,58.82
136,Nov,66.48,66.27,9.72,1.06,51.54
136,Dec,66.75,69.2,14.55,3.98,57.51
137,Jan,77.35,66.94,5.88,0.27,53.47
137,Feb,78.92,67.98,5.29,1.31,53.7
137,Mar,78.75,69.53,10.49,2.87,59.83
137,Apr,80.58,71.05,23.52,4.39,76.57
137,May,80.87,72.19,15.8,5.52,67.49
137,Jun,79.85,73.29,8.69,6.62,58.33
137,Jul,80.75,73.82,13.31,7.15,64.42
137,Aug,81.14,76.01,7.88,9.34,58.15
137,Sep,83.65,76.93,12.81,10.27,65.57
137,Oct,83.55,77.85,19.14,11.19,73.1
137,Nov,82.29,79.03,12.94,12.36,64.91
137,Dec,81.8,78.61,5.63,11.95,55.84
138,Jan,90.95,48.01,5.47,-0.66,61.13
138,Feb,89.59,49.5,10.06,0.84,65.83
138,Mar,90.34,50.19,12.37,1.53,69.05
138,Apr,90.21,52.66,10.04,4.0,66.18
138,May,91.25,50.67,6.84,2.0,62.96
138,Jun,92.6,51.94,8.67,3.28,65.97
138,Jul,91.91,52.88,15.74,4.22,74.03
138,Aug,93.55,53.31,7.26,4.64,64.84
138,Sep,97.23,54.48,8.07,5.81,68.03
138,Oct,96.47,55.87,5.96,7.21,65.04
138,Nov,97.9,56.47,5.28,7.8,65.07
138,Dec,98.46,55.57,6.42,6.91,66.78
139,Jan,87.71,63.24,5.26,0.21,58.94
139,Feb,86.95,64.41,14.98,1.39,70.15
139,Mar,86.71,64.99,12.73,1.96,67.3
139,Apr,87.39,63.88,2.98,0.85,56.01
139,May,86.83,65.76,14.04,2.74,68.95
139,Jun,88.5,67.69,6.45,4.67,60.84
139,Jul,88.95,67.52,9.07,4.49,64.26
139,Aug,87.35,69.76,4.88,6.74,58.26
139,Sep,88.53,71.12,7.6,8.1,62.24
139,Oct,89.21,71.62,28.67,8.6,87.93
139,Nov,88.78,71.86,1.9,8.84,55.55
139,Dec,89.88,73.04,14.94,10.02,71.85
140,Jan,74.46,59.63,5.07,0.09,50.76
140,Feb,77.46,61.03,3.76,1.48,50.99
140,Mar,77.57,62.54,13.58,3.0,62.84
140,Apr,77.38,63.95,4.06,4.4,51.3
140,May,77.74,65.35,1.15,5.8,48.03
140,Jun,77.8,66.44,7.34,6.89,55.49
140,Jul,78.25,67.74,11.68,8.19,60.97
140,Aug,78.94,69.38,16.92,9.84,67.67
140,Sep,79.39,69.68,6.77,10.13,55.75
140,Oct,79.67,71.37,8.91,11.82,58.49
140,Nov,79.59,74.02,37.71,14.48,93.01
140,Dec,81.18,75.34,12.7,15.79,63.95
141,Jan,76.28,58.11,5.91,1.13,52.86
141,Feb,75.69,59.09,7.97,2.1,54.98
141,Mar,74.66,58.92,3.01,1.93,48.41
141,Apr,75.32,59.93,15.38,2.95,63.64
141,May,75.23,60.25,17.53,3.27,66.17
141,Jun,73.09,60.47,10.05,3.48,55.91
141,Jul,74.2,60.84,3.18,3.86,48.33
141,Aug,74.8,60.22,9.01,3.23,55.69
141,Sep,76.73,61.08,9.17,4.09,57.05
141,Oct,75.78,61.33,5.08,4.34,51.56
141,Nov,75.24,62.8,12.43,5.81,60.06
141,Dec,75.71,64.11,15.85,7.12,64.44
142,Jan,81.82,64.31,9.56,1.56,60.57
142,Feb,81.95,63.32,13.06,0.57,64.84
142,Mar,81.62,64.88,24.31,2.12,78.14
142,Apr,82.93,66.02,7.42,3.27,58.66
142,May,83.16,66.32,3.34,3.57,53.91
142,Jun,82.95,67.03,5.26,4.27,56.09
142,Jul,82.65,67.03,10.61,4.28,62.32
142,Aug,82.92,67.54,12.95,4.79,65.3
142,Sep,82.45,69.08,24.3,6.33,78.64
142,Oct,83.49,69.58,4.86,6.83,55.93
142,Nov,83.77,70.48,7.27,7.73,58.99
142,Dec,85.47,69.78,4.18,7.03,56.3
143,Jan,71.5,79.1,7.05,-0.28,51.36
143,Feb,74.01,80.01,13.41,0.63,60.5
143,Mar,73.42,79.71,3.41,0.33,48.14
143,Apr,74.46,80.16,3.05,0.78,48.34
143,May,74.01,79.23,13.5,-0.15,60.6
143,Jun,73.2,80.27,11.66,0.88,57.91
143,Jul,72.29,80.56,12.83,1.17,58.77
143,Aug,74.13,80.65,7.85,1.27,53.9
143,Sep,74.58,79.76,5.88,0.38,51.81
143,Oct,73.53,81.55,32.36,2.16,82.95
143,Nov,75.75,81.54,17.46,2.16,66.4
143,Dec,76.8,82.45,28.82,3.06,80.66
144,Jan,81.68,70.13,12.01,0.01,63.42
144,Feb,81.42,71.18,7.62,1.05,58.0
144,Mar,79.94,72.34,4.88,2.22,53.82
144,Apr,79.79,74.24,37.22,4.12,92.54
144,May,81.14,75.25,25.79,5.12,79.63
144,Jun,82.03,76.26,5.03,6.13,55.25
144,Jul,81.9,76.99,8.37,6.87,59.18
144,Aug,83.49,78.07,3.67,7.94,54.49
144,Sep,83.3,77.61,5.4,7.49,56.46
144,Oct,82.54,77.49,1.38,7.36,51.18
144,Nov,81.96,76.63,4.45,6.5,54.52
144,Dec,83.64,77.04,11.83,6.91,64.38
145,Jan,84.3,62.5,10.57,2.07,63.27
145,Feb,85.25,63.04,10.67,2.61,63.95
145,Mar,85.61,64.59,0.18,4.16,51.58
145,Apr,87.09,64.96,8.87,4.53,62.89
145,May,87.91,65.24,3.86,4.8,57.38
145,Jun,88.4,67.3,16.02,6.87,72.26
145,Jul,88.29,68.42,7.82,7.99,62.36
145,Aug,88.8,69.55,15.87,9.12,72.33
145,Sep,90.33,70.31,4.7,9.88,59.84
145,Oct,88.91,71.33,11.56,10.9,67.21
145,Nov,89.07,72.13,6.59,11.7,61.35
145,Dec,88.38,72.85,8.44,12.42,63.15
146,Jan,87.06,70.76,23.96,1.17,80.99
146,Feb,87.99,70.49,1.64,0.91,54.77
146,Mar,87.59,70.41,1.2,0.83,54.0
146,Apr,86.26,71.65,21.69,2.07,77.79
146,May,86.12,73.13,9.26,3.55,62.79
146,Jun,86.77,73.02,3.16,3.44,55.86
146,Jul,89.65,73.82,6.48,4.24,61.57
146,Aug,91.09,74.17,12.95,4.59,70.2
146,Sep,90.93,74.67,0.38,5.09,55.01
146,Oct,91.06,77.35,9.83,7.77,66.43
146,Nov,92.06,79.18,7.65,9.6,64.41
146,Dec,93.05,80.86,4.2,11.28,60.87
147,Jan,77.26,77.05,1.34,0.85,47.97
147,Feb,76.87,77.9,13.25,1.71,62.02
147,Mar,76.06,77.4,7.15,1.21,54.22
147,Apr,75.23,78.0,19.57,1.81,68.62
147,May,77.14,78.24,13.78,2.04,62.82
147,Jun,77.63,77.93,18.11,1.74,68.31
147,Jul,78.18,79.81,44.4,3.61,100.0
147,Aug,79.04,80.96,3.1,4.77,51.14
147,Sep,79.41,82.02,15.0,5.82,65.65
147,Oct,78.31,84.91,33.84,8.72,87.59
147,Nov,77.62,84.98,9.95,8.79,58.52
147,Dec,78.72,86.52,11.07,10.33,60.52
148,Jan,76.53,73.78,10.77,1.38,58.85
148,Feb,77.28,75.4,9.75,3.0,58.06
148,Mar,75.89,78.29,36.68,5.9,89.54
148,Apr,76.52,79.39,15.32,6.99,64.29
148,May,77.33,79.59,0.64,7.19,47.17
148,Jun,77.51,78.01,12.25,5.61,61.2
148,Jul,77.7,77.25,2.92,4.85,50.12
148,Aug,77.42,78.81,23.41,6.41,74.55
148,Sep,79.46,80.14,12.61,7.75,62.81
148,Oct,80.17,79.64,9.73,7.24,59.77
148,Nov,81.58,80.19,1.46,7.79,50.7
148,Dec,82.02,81.83,13.22,9.43,65.08
149,Jan,72.43,66.59,14.84,1.12,61.26
149,Feb,72.35,65.65,7.47,0.17,52.38
149,Mar,72.2,66.12,9.98,0.64,55.3
149,Apr,70.62,66.19,10.37,0.71,54.82
149,May,72.4,65.35,6.02,-0.13,50.66
149,Jun,74.22,64.22,4.36,-1.26,49.77
149,Jul,74.42,65.82,30.6,0.34,81.37
149,Aug,74.41,66.32,1.01,0.84,45.86
149,Sep,75.33,66.88,14.37,1.41,62.44
149,Oct,76.9,67.31,4.78,1.83,51.87
149,Nov,78.17,66.71,6.96,1.23,55.26
149,Dec,79.05,68.37,2.78,2.89,50.76
150,Jan,72.56,60.53,1.33,0.7,45.13
150,Feb,74.43,60.47,6.14,0.64,52.03
150,Mar,74.39,61.54,2.69,1.72,47.87
150,Apr,74.52,61.84,18.26,2.01,66.62
150,May,73.61,62.18,2.78,2.36,47.5
150,Jun,73.62,62.66,13.09,2.84,59.88
150,Jul,73.98,64.18,29.43,4.36,79.7
150,Aug,72.46,64.63,2.87,4.81,46.92
150,Sep,74.02,66.02,7.4,6.19,53.29
150,Oct,73.17,65.66,4.1,5.83,48.82
150,Nov,72.6,66.69,18.15,6.87,65.34
150,Dec,73.67,67.68,11.89,7.85,58.47
151,Jan,77.03,71.22,9.4,0.63,57.49
151,Feb,77.41,73.04,6.72,2.46,54.51
151,Mar,77.97,73.48,15.24,2.89,65.07
151,Apr,76.91,74.1,15.44,3.52,64.67
151,May,76.82,73.97,5.63,3.38,52.85
151,Jun,78.07,75.52,5.57,4.94,53.53
151,Jul,77.66,76.21,1.76,5.62,48.71
151,Aug,77.67,77.47,7.89,6.89,56.07
151,Sep,77.48,79.21,19.46,8.63,69.83
151,Oct,77.02,80.31,27.16,9.73,78.8
151,Nov,77.53,80.9,7.72,10.31,55.78
151,Dec,76.01,82.11,1.68,11.53,47.62
152,Jan,81.15,67.9,6.64,-0.25,56.66
152,Feb,80.08,68.37,8.62,0.22,58.4
152,Mar,80.85,69.21,17.14,1.06,69.07
152,Apr,79.92,69.52,6.68,1.38,55.96
152,May,81.2,70.69,22.78,2.55,76.05
152,Jun,81.93,72.12,25.34,3.98,79.57
152,Jul,82.16,72.8,13.5,4.65,65.5
152,Aug,83.0,73.94,6.53,5.79,57.63
152,Sep,83.83,74.3,1.81,6.15,52.47
152,Oct,84.75,73.97,3.2,5.82,54.69
152,Nov,84.07,74.48,5.7,6.34,57.29
152,Dec,83.61,75.84,5.89,7.7,57.23
153,Jan,83.82,72.25,11.17,0.09,63.7
153,Feb,84.4,72.14,6.98,-0.03,59.01
153,Mar,82.98,72.86,1.02,0.7,51.01
153,Apr,83.68,74.49,24.61,2.33,79.73
153,May,82.86,75.45,6.68,3.29,57.73
153,Jun,82.86,75.95,2.3,3.79,52.47
153,Jul,83.18,75.45,4.37,3.29,55.15
153,Aug,83.43,76.72,13.07,4.56,65.74
153,Sep,84.21,77.98,20.47,5.82,75.09
153,Oct,86.35,78.99,21.21,6.82,77.26
153,Nov,86.45,79.21,1.18,7.05,53.28
153,Dec,87.31,78.51,10.67,6.35,65.19
154,Jan,72.4,71.68,13.16,1.6,59.23
154,Feb,72.34,71.58,2.86,1.5,46.83
154,Mar,72.89,72.31,15.66,2.23,62.53
154,Apr,71.65,73.19,13.42,3.11,59.1
154,May,71.56,74.94,9.9,4.86,54.82
154,Jun,73.19,74.77,4.76,4.69,49.63
154,Jul,73.26,76.13,13.06,6.04,59.63
154,Aug,73.47,77.07,4.86,6.99,49.91
154,Sep,75.43,77.23,6.96,7.14,53.61
154,Oct,77.33,78.08,2.32,8.0,49.19
154,Nov,75.82,78.43,7.37,8.34,54.34
154,Dec,77.29,80.2,8.17,10.12,56.18
155,Jan,89.55,72.84,4.65,-0.56,59.31
155,Feb,89.69,73.24,18.54,-0.15,76.06
155,Mar,90.97,72.74,7.09,-0.66,63.1
155,Apr,88.75,73.64,10.99,0.24,66.44
155,May,88.08,73.99,7.03,0.59,61.28
155,Jun,88.18,74.79,3.88,1.4,57.56
155,Jul,90.09,76.5,9.61,3.11,65.59
155,Aug,90.69,76.62,9.1,3.22,65.33
155,Sep,90.75,77.36,8.26,3.96,64.35
155,Oct,91.08,79.06,8.63,5.67,65.01
155,Nov,91.37,79.56,14.39,6.17,72.1
155,Dec,91.37,79.56,16.28,6.17,74.36
156,Jan,76.34,61.69,19.61,0.97,69.33
156,Feb,77.06,61.28,8.01,0.56,55.86
156,Mar,77.03,61.63,7.88,0.91,55.68
156,Apr,77.14,61.77,3.79,1.05,50.84
156,May,78.6,61.07,1.96,0.35,49.51
156,Jun,78.0,62.37,13.43,1.65,62.92
156,Jul,79.02,64.06,22.15,3.34,73.99
156,Aug,81.38,66.49,18.32,5.77,70.82
156,Sep,80.52,68.04,6.35,7.32,55.93
156,Oct,80.68,68.62,5.3,7.9,54.77
156,Nov,80.58,69.44,20.74,8.72,73.24
156,Dec,81.58,69.73,8.78,9.01,59.49
157,Jan,79.43,75.36,2.88,-0.18,51.11
157,Feb,79.84,75.18,3.52,-0.36,52.13
157,Mar,81.16,74.46,6.32,-1.08,56.28
157,Apr,82.22,76.24,21.7,0.7,75.37
157,May,82.94,77.91,22.65,2.37,76.95
157,Jun,84.3,78.92,18.86,3.38,73.22
157,Jul,85.51,80.16,8.43,4.62,61.42
157,Aug,85.73,82.1,12.18,6.56,66.05
157,Sep,84.61,82.2,0.68,6.66,51.58
157,Oct,85.48,82.47,13.37,6.93,67.33
157,Nov,86.77,84.22,12.58,8.68,67.17
157,Dec,85.55,84.45,9.67,8.91,62.93
158,Jan,74.12,66.25,7.15,-0.33,53.05
158,Feb,73.99,65.37,8.26,-1.21,54.31
158,Mar,73.81,66.11,6.83,-0.48,52.49
158,Apr,75.11,66.78,3.5,0.2,49.26
158,May,74.94,67.88,6.57,1.3,52.85
158,Jun,74.7,69.04,20.69,2.46,69.65
158,Jul,76.07,69.62,13.46,3.04,61.79
158,Aug,76.64,70.74,13.78,4.16,62.53
158,Sep,76.99,70.01,3.06,3.43,49.87
158,Oct,78.54,71.03,23.1,4.45,74.85
158,Nov,78.39,71.89,3.31,5.31,51.0
158,Dec,78.52,72.27,6.94,5.69,55.44
159,Jan,61.72,79.96,1.45,-1.64,38.78
159,Feb,62.64,80.6,7.13,-1.01,46.14
159,Mar,61.41,80.49,3.37,-1.12,40.89
159,Apr,63.37,81.84,34.23,0.24,79.1
159,May,63.39,81.94,5.55,0.34,44.7
159,Jun,64.74,80.88,8.04,-0.72,48.49
159,Jul,65.93,82.03,10.03,0.42,51.6
159,Aug,67.44,82.77,5.84,1.17,47.47
159,Sep,68.95,83.45,4.95,1.85,47.31
159,Oct,68.35,83.97,15.61,2.37,59.74
159,Nov,68.46,83.98,10.32,2.37,53.46
159,Dec,67.26,84.3,3.29,2.7,44.3
160,Jan,83.86,59.3,5.55,-0.18,56.97
160,Feb,85.34,58.8,7.97,-0.69,60.77
160,Mar,83.97,59.51,12.3,0.03,65.14
160,Apr,85.05,60.14,10.03,0.66,63.06
160,May,84.24,59.95,8.25,0.46,60.44
160,Jun,85.87,59.01,5.94,-0.47,58.65
160,Jul,87.85,58.72,4.14,-0.76,57.67
160,Aug,87.31,58.36,7.3,-1.13,61.15
160,Sep,87.36,60.27,42.02,0.78,100.0
160,Oct,86.73,61.23,6.15,1.75,59.42
160,Nov,85.1,62.39,6.84,2.9,59.27
160,Dec,84.4,64.69,21.81,5.2,76.82
161,Jan,81.59,79.27,4.8,0.38,54.71
161,Feb,81.05,80.05,3.37,1.16,52.68
161,Mar,78.83,82.21,9.68,3.33,58.91
161,Apr,77.56,83.09,8.94,4.21,57.27
161,May,76.86,84.61,28.37,5.73,80.16
161,Jun,77.29,84.13,5.89,5.24,53.45
161,Jul,78.44,86.22,11.36,7.33,60.7
161,Aug,79.57,87.28,11.95,8.39,62.09
161,Sep,80.9,88.79,9.84,9.91,60.35
161,Oct,82.28,89.51,11.9,10.62,63.65
161,Nov,81.05,89.05,7.52,10.16,57.66
161,Dec,80.9,89.12,6.09,10.23,55.84
162,Jan,74.72,67.69,8.97,1.11,55.6
162,Feb,75.24,68.43,4.26,1.85,50.26
162,Mar,75.23,68.93,21.16,2.35,70.53
162,Apr,76.92,68.92,2.53,2.33,49.19
162,May,77.24,69.6,8.55,3.01,56.6
162,Jun,77.58,69.71,3.88,3.13,51.2
162,Jul,78.63,69.92,10.66,3.34,59.96
162,Aug,79.53,70.69,16.26,4.11,67.23
162,Sep,80.31,71.44,10.61,4.86,60.92
162,Oct,81.27,72.25,3.27,5.67,52.69
162,Nov,81.88,72.69,6.03,6.1,56.37
162,Dec,82.15,73.28,7.28,6.69,58.03
163,Jan,77.27,62.41,17.76,2.63,67.67
163,Feb,76.06,62.57,3.27,2.78,49.56
163,Mar,76.69,63.31,5.08,3.52,52.11
163,Apr,76.59,63.52,1.31,3.73,47.53
163,May,75.83,63.72,8.32,3.93,55.48
163,Jun,75.4,64.45,7.24,4.66,53.93
163,Jul,77.45,65.33,4.18,5.54,51.49
163,Aug,77.53,66.16,13.8,6.37,63.08
163,Sep,78.53,67.02,9.48,7.23,58.5
163,Oct,79.55,67.4,10.86,7.61,60.77
163,Nov,79.64,66.88,1.71,7.1,49.84
163,Dec,78.74,67.12,9.14,7.33,58.22
164,Jan,83.27,60.82,6.06,-0.31,57.24
164,Feb,84.13,61.04,8.11,-0.09,60.21
164,Mar,83.53,61.93,2.67,0.8,53.32
164,Apr,84.13,62.83,12.13,1.7,65.03
164,May,84.45,63.5,15.29,2.37,69.02
164,Jun,82.77,66.12,15.09,4.99,67.77
164,Jul,82.24,66.33,15.24,5.2,67.63
164,Aug,82.65,66.36,1.76,5.23,51.7
164,Sep,82.85,66.79,14.89,5.66,67.58
164,Oct,82.18,67.24,5.83,6.11,56.3
164,Nov,80.74,69.04,21.44,7.91,74.17
164,Dec,80.66,69.95,4.97,8.82,54.35
165,Jan,67.78,62.73,7.26,0.29,49.38
165,Feb,68.86,63.16,7.07,0.72,49.8
165,Mar,68.96,64.7,17.07,2.27,61.86
165,Apr,69.79,64.06,6.36,1.62,49.51
165,May,68.24,65.19,21.44,2.75,66.66
165,Jun,68.95,67.07,11.35,4.64,54.99
165,Jul,68.74,68.1,1.17,5.66,42.65
165,Aug,69.16,69.17,4.36,6.74,46.73
165,Sep,69.03,70.29,12.7,7.86,56.65
165,Oct,69.16,71.39,2.62,8.96,44.64
165,Nov,69.73,71.31,5.6,8.87,48.56
165,Dec,71.27,72.13,4.32,9.7,47.94
166,Jan,76.26,68.11,8.77,-0.29,56.28
166,Feb,78.41,69.36,7.27,0.96,55.77
166,Mar,79.44,69.51,7.58,1.12,56.75
166,Apr,80.72,69.38,0.98,0.98,49.6
166,May,79.67,70.36,9.75,1.97,59.5
166,Jun,79.77,71.43,21.91,3.04,74.16
166,Jul,82.05,71.17,16.9,2.78,69.51
166,Aug,81.16,72.24,10.97,3.85,61.86
166,Sep,81.31,72.05,9.52,3.66,60.21
166,Oct,82.43,73.34,25.15,4.94,79.63
166,Nov,83.75,73.6,4.17,5.21,55.25
166,Dec,84.83,73.7,8.22,5.31,60.77
167,Jan,83.73,70.03,21.13,0.84,75.6
167,Feb,84.39,71.37,19.1,2.19,73.56
167,Mar,84.47,74.04,12.46,4.86,65.63
167,Apr,84.19,74.07,4.44,4.89,55.84
167,May,83.69,73.82,6.45,4.64,57.95
167,Jun,84.46,74.57,9.91,5.39,62.57
167,Jul,85.28,74.65,3.45,5.47,55.31
167,Aug,85.2,74.8,8.75,5.61,61.62
167,Sep,82.76,75.91,5.56,6.73,56.32
167,Oct,81.97,77.25,24.59,8.07,78.69
167,Nov,80.86,78.11,21.84,8.93,74.72
167,Dec,81.57,78.76,2.76,9.57,52.26
168,Jan,70.32,60.33,0.86,-0.08,43.22
168,Feb,69.65,60.79,8.75,0.38,52.29
168,Mar,69.62,60.91,12.58,0.5,56.87
168,Apr,70.78,62.55,7.42,2.14,51.37
168,May,71.21,63.71,11.46,3.3,56.48
168,Jun,69.63,63.61,5.51,3.2,48.39
168,Jul,70.96,63.33,4.08,2.92,47.47
168,Aug,70.75,62.48,10.9,2.07,55.53
168,Sep,71.24,65.35,16.62,4.94,62.69
168,Oct,73.58,65.05,3.91,4.64,48.84
168,Nov,73.81,64.54,10.44,4.13,56.81
168,Dec,75.6,65.1,7.85,4.69,54.78
169,Jan,80.62,65.12,4.06,0.31,53.24
169,Feb,80.63,65.33,7.01,0.53,56.79
169,Mar,82.05,66.78,13.79,1.98,65.78
169,Apr,83.87,66.1,9.64,1.29,61.89
169,May,85.47,67.25,15.19,2.44,69.51
169,Jun,86.05,67.95,8.0,3.14,61.24
169,Jul,86.24,68.1,6.71,3.3,59.79
169,Aug,86.81,67.56,3.68,2.75,56.5
169,Sep,87.74,70.07,18.94,5.27,75.37
169,Oct,89.62,68.98,3.31,4.17,57.75
169,Nov,89.15,70.11,4.77,5.3,59.21
169,Dec,89.93,70.0,1.86,5.2,56.19
170,Jan,68.58,84.65,37.66,2.52,86.34
170,Feb,70.08,83.88,7.41,1.74,50.94
170,Mar,70.83,84.89,6.84,2.75,50.71
170,Apr,69.78,85.26,22.08,3.12,68.37
170,May,70.76,85.39,3.24,3.25,46.34
170,Jun,71.32,85.2,11.58,3.06,56.68
170,Jul,71.01,86.29,12.79,4.15,57.95
170,Aug,71.01,87.7,4.37,5.57,47.84
170,Sep,70.03,89.1,8.35,6.96,52.04
170,Oct,69.08,89.85,19.51,7.72,64.86
170,Nov,70.31,90.79,10.92,8.66,55.28
170,Dec,69.44,91.5,4.11,9.36,46.59
171,Jan,81.45,78.24,5.26,-0.58,55.18
171,Feb,82.9,78.65,4.66,-0.17,55.33
171,Mar,82.74,79.84,5.31,1.02,56.01
171,Apr,82.55,79.48,14.39,0.66,66.8
171,May,83.04,79.9,2.42,1.08,52.74
171,Jun,83.04,80.28,9.33,1.46,61.02
171,Jul,79.42,81.34,13.13,2.52,63.41
171,Aug,79.51,81.93,2.1,3.11,50.23
171,Sep,80.21,82.57,7.95,3.75,57.67
171,Oct,80.88,84.5,14.99,5.68,66.51
171,Nov,79.63,84.76,1.51,5.94,49.59
171,Dec,81.6,85.18,9.64,6.36,60.53
172,Jan,78.23,68.4,10.85,-0.09,59.96
172,Feb,79.78,67.81,5.07,-0.68,53.95
172,Mar,81.01,68.67,7.02,0.18,57.03
172,Apr,80.29,69.57,33.83,1.08,88.78
172,May,78.52,70.11,11.18,1.62,60.53
172,Jun,78.12,71.04,5.2,2.55,53.11
172,Jul,78.53,71.65,9.76,3.16,58.83
172,Aug,79.94,71.39,3.09,2.9,51.68
172,Sep,80.07,71.17,15.7,2.68,66.88
172,Oct,79.77,70.69,1.5,2.2,49.66
172,Nov,79.61,71.45,16.43,2.96,67.48
172,Dec,80.97,72.56,31.58,4.07,86.48
173,Jan,65.89,67.25,16.74,1.95,59.62
173,Feb,64.94,67.21,5.28,1.9,45.29
173,Mar,64.41,68.38,12.03,3.07,53.08
173,Apr,64.55,69.1,4.85,3.8,44.55
173,May,63.99,69.44,12.58,4.13,53.49
173,Jun,66.35,70.42,12.46,5.11,54.76
173,Jul,67.18,70.18,11.51,4.87,54.12
173,Aug,67.45,70.34,9.1,5.04,51.39
173,Sep,67.81,70.17,14.85,4.86,58.5
173,Oct,69.5,70.49,6.43,5.19,49.42
173,Nov,68.69,72.42,10.05,7.11,53.28
173,Dec,68.75,72.48,8.63,7.18,51.61
174,Jan,86.31,66.07,5.42,0.11,58.29
174,Feb,85.49,65.99,10.1,0.03,63.41
174,Mar,85.66,66.41,15.25,0.45,69.7
174,Apr,85.69,67.69,5.79,1.73,58.36
174,May,84.87,69.07,20.8,3.11,75.88
174,Jun,83.91,71.73,16.3,5.77,69.91
174,Jul,84.43,73.23,10.67,7.27,63.46
174,Aug,85.53,73.35,4.51,7.39,56.72
174,Sep,85.64,74.44,14.77,8.48,69.1
174,Oct,86.17,74.62,3.3,8.66,55.66
174,Nov,84.75,76.04,8.64,10.08,61.22
174,Dec,84.53,76.76,8.64,10.8,61.08
175,Jan,72.45,69.82,10.17,-0.09,55.67
175,Feb,72.03,71.09,13.33,1.18,59.22
175,Mar,71.07,70.18,10.86,0.27,55.67
175,Apr,73.17,69.12,5.18,-0.79,50.12
175,May,71.13,69.28,11.52,-0.63,56.5
175,Jun,72.73,69.44,7.12,-0.47,52.18
175,Jul,72.14,69.39,12.33,-0.52,58.08
175,Aug,73.13,71.08,10.08,1.17,55.98
175,Sep,72.36,71.28,14.29,1.37,60.57
175,Oct,72.43,72.01,13.61,2.1,59.79
175,Nov,72.79,72.89,25.09,2.98,73.79
175,Dec,73.79,72.82,3.72,2.91,48.74
176,Jan,74.3,57.26,19.54,0.44,68.03
176,Feb,72.84,57.97,3.36,1.15,47.73
176,Mar,71.95,57.85,3.45,1.04,47.31
176,Apr,70.47,58.82,6.16,2.0,49.67
176,May,72.21,59.2,3.87,2.38,47.97
176,Jun,71.01,59.4,13.38,2.58,58.66
176,Jul,71.8,61.58,28.94,4.76,77.82
176,Aug,71.8,61.99,4.68,5.17,48.69
176,Sep,73.3,61.6,3.96,4.78,48.73
176,Oct,72.81,63.23,16.61,6.41,63.62
176,Nov,71.8,63.07,3.71,6.25,47.53
176,Dec,72.14,64.34,14.85,7.53,61.11
177,Jan,81.25,63.66,3.63,0.72,53.1
177,Feb,81.61,64.16,20.57,1.22,73.65
177,Mar,80.21,64.79,10.78,1.84,61.06
177,Apr,81.45,65.64,14.86,2.7,66.7
177,May,79.78,65.85,9.47,2.91,59.24
177,Jun,79.76,65.44,6.52,2.5,55.68
177,Jul,80.19,65.86,9.25,2.92,59.22
